"id","role_id","user_id","created_at","updated_at"
"3","1","466",NULL,NULL
"4","2","467",NULL,NULL
"5","2","468",NULL,NULL
"6","3","469",NULL,NULL
"7","3","470",NULL,NULL
"8","2","471",NULL,NULL
"9","3","472",NULL,NULL
"10","3","473",NULL,NULL
"11","1","474",NULL,NULL
"12","1","475",NULL,NULL
"13","1","476",NULL,NULL
"14","2","477",NULL,NULL
"15","2","478",NULL,NULL
"16","1","479",NULL,NULL
"17","1","480",NULL,NULL
"18","1","481",NULL,NULL
"19","1","482",NULL,NULL
"20","1","483",NULL,NULL
"21","1","484",NULL,NULL
"22","1","485",NULL,NULL
"23","1","486",NULL,NULL
"24","1","487",NULL,NULL
"25","1","488",NULL,NULL
"26","1","489",NULL,NULL
"27","1","490",NULL,NULL
"28","1","491",NULL,NULL
"29","1","492",NULL,NULL
"30","1","493",NULL,NULL
"31","1","494",NULL,NULL
"32","1","495",NULL,NULL
"33","1","496",NULL,NULL
"34","1","497",NULL,NULL
"35","1","498",NULL,NULL
"36","1","499",NULL,NULL
"37","1","500",NULL,NULL
"38","1","501",NULL,NULL
"39","1","502",NULL,NULL
"40","1","503",NULL,NULL
"41","1","504",NULL,NULL
"42","1","505",NULL,NULL
"43","1","506",NULL,NULL
"44","1","507",NULL,NULL
"45","1","508",NULL,NULL
"46","1","509",NULL,NULL
"47","1","510",NULL,NULL
"48","1","511",NULL,NULL
"49","1","512",NULL,NULL
"50","1","513",NULL,NULL
"51","1","514",NULL,NULL
"52","1","515",NULL,NULL
"53","1","516",NULL,NULL
"54","1","517",NULL,NULL
"55","1","518",NULL,NULL
"56","1","519",NULL,NULL
"57","1","520",NULL,NULL
"58","1","521",NULL,NULL
"59","1","522",NULL,NULL
"60","1","523",NULL,NULL
"61","1","524",NULL,NULL
"62","1","525",NULL,NULL
"63","1","526",NULL,NULL
"64","1","527",NULL,NULL
"65","1","528",NULL,NULL
"66","1","529",NULL,NULL
"67","1","530",NULL,NULL
"68","1","531",NULL,NULL
"69","1","532",NULL,NULL
"70","1","533",NULL,NULL
"71","1","534",NULL,NULL
"72","1","535",NULL,NULL
"73","1","536",NULL,NULL
"74","1","537",NULL,NULL
"75","1","538",NULL,NULL
"76","1","539",NULL,NULL
"77","1","540",NULL,NULL
"78","1","541",NULL,NULL
"79","1","542",NULL,NULL
"80","1","543",NULL,NULL
"81","1","544",NULL,NULL
"82","1","545",NULL,NULL
"83","1","546",NULL,NULL
"84","1","547",NULL,NULL
"85","1","548",NULL,NULL
"86","2","549",NULL,NULL
"87","1","550",NULL,NULL
"88","1","551",NULL,NULL
"89","1","552",NULL,NULL
"90","1","553",NULL,NULL
"91","1","554",NULL,NULL
"92","1","555",NULL,NULL
"93","2","556",NULL,NULL
"94","1","557",NULL,NULL
"95","1","558",NULL,NULL
"96","1","559",NULL,NULL
"97","1","560",NULL,NULL
"98","1","561",NULL,NULL
"99","1","562",NULL,NULL
"100","1","563",NULL,NULL
"101","1","564",NULL,NULL
"102","1","565",NULL,NULL
"103","1","566",NULL,NULL
"104","1","567",NULL,NULL
"105","1","568",NULL,NULL
"106","1","569",NULL,NULL
"107","1","570",NULL,NULL
"108","1","571",NULL,NULL
"109","1","572",NULL,NULL
"110","1","573",NULL,NULL
"111","1","574",NULL,NULL
"112","1","575",NULL,NULL
"113","1","576",NULL,NULL
"114","1","577",NULL,NULL
"115","1","578",NULL,NULL
"116","1","579",NULL,NULL
"117","1","580",NULL,NULL
"118","1","581",NULL,NULL
"119","1","582",NULL,NULL
"120","1","583",NULL,NULL
"121","1","584",NULL,NULL
"122","1","585",NULL,NULL
"123","1","586",NULL,NULL
"124","1","587",NULL,NULL
"125","1","588",NULL,NULL
"126","1","589",NULL,NULL
"127","1","590",NULL,NULL
"128","1","591",NULL,NULL
"129","1","592",NULL,NULL
"130","1","593",NULL,NULL
"131","1","594",NULL,NULL
"132","1","595",NULL,NULL
"133","1","596",NULL,NULL
"134","1","597",NULL,NULL
"135","1","598",NULL,NULL
"136","1","599",NULL,NULL
"137","1","600",NULL,NULL
"138","1","601",NULL,NULL
"139","1","602",NULL,NULL
"140","2","603",NULL,NULL
"141","2","604",NULL,NULL
"142","2","605",NULL,NULL
"143","1","606",NULL,NULL
"144","1","607",NULL,NULL
"145","1","608",NULL,NULL
"146","1","609",NULL,NULL
"147","1","610",NULL,NULL
"148","1","611",NULL,NULL
"149","1","612",NULL,NULL
"150","1","613",NULL,NULL
"151","1","614",NULL,NULL
"152","1","615",NULL,NULL
"153","1","616",NULL,NULL
"154","1","617",NULL,NULL
"155","1","618",NULL,NULL
"156","1","619",NULL,NULL
"157","1","620",NULL,NULL
"158","1","621",NULL,NULL
"159","1","622",NULL,NULL
"160","1","623",NULL,NULL
"161","1","624",NULL,NULL
"162","1","625",NULL,NULL
"163","1","626",NULL,NULL
"164","1","627",NULL,NULL
"165","1","628",NULL,NULL
"166","1","629",NULL,NULL
"167","1","630",NULL,NULL
"168","1","631",NULL,NULL
"169","1","632",NULL,NULL
"170","1","633",NULL,NULL
"171","2","634",NULL,NULL
"172","1","635",NULL,NULL
"173","1","636",NULL,NULL
"174","1","637",NULL,NULL
"175","1","638",NULL,NULL
"176","1","639",NULL,NULL
"177","1","640",NULL,NULL
"178","1","641",NULL,NULL
"179","1","642",NULL,NULL
"180","1","643",NULL,NULL
"181","1","644",NULL,NULL
"182","1","645",NULL,NULL
"183","1","646",NULL,NULL
"184","1","647",NULL,NULL
"185","1","648",NULL,NULL
"186","1","649",NULL,NULL
"187","1","650",NULL,NULL
"188","1","651",NULL,NULL
"189","1","652",NULL,NULL
"190","1","653",NULL,NULL
"191","1","654",NULL,NULL
"192","1","655",NULL,NULL
"193","1","656",NULL,NULL
"194","1","657",NULL,NULL
"195","1","658",NULL,NULL
"196","1","659",NULL,NULL
"197","1","660",NULL,NULL
"198","1","661",NULL,NULL
"199","1","662",NULL,NULL
"200","1","663",NULL,NULL
"201","1","664",NULL,NULL
"202","1","665",NULL,NULL
"203","1","666",NULL,NULL
"204","1","667",NULL,NULL
"205","1","668",NULL,NULL
"206","1","669",NULL,NULL
"207","1","670",NULL,NULL
"208","1","671",NULL,NULL
"209","1","672",NULL,NULL
"210","1","673",NULL,NULL
"211","1","674",NULL,NULL
"212","1","675",NULL,NULL
"213","1","676",NULL,NULL
"214","1","677",NULL,NULL
"215","1","678",NULL,NULL
"216","1","679",NULL,NULL
"217","1","680",NULL,NULL
"218","1","681",NULL,NULL
"219","1","682",NULL,NULL
"220","1","683",NULL,NULL
"221","1","684",NULL,NULL
"222","1","685",NULL,NULL
"223","1","686",NULL,NULL
"224","1","687",NULL,NULL
"225","1","688",NULL,NULL
"226","1","689",NULL,NULL
"227","1","690",NULL,NULL
"228","1","691",NULL,NULL
"229","1","692",NULL,NULL
"230","1","693",NULL,NULL
"231","1","694",NULL,NULL
"232","1","695",NULL,NULL
"233","1","696",NULL,NULL
"234","1","697",NULL,NULL
"235","1","698",NULL,NULL
"236","1","699",NULL,NULL
"237","1","700",NULL,NULL
"238","1","701",NULL,NULL
"239","1","702",NULL,NULL
"240","1","703",NULL,NULL
"241","1","704",NULL,NULL
"242","1","705",NULL,NULL
"243","1","706",NULL,NULL
"244","1","707",NULL,NULL
"245","1","708",NULL,NULL
"246","1","709",NULL,NULL
"247","1","710",NULL,NULL
"248","1","711",NULL,NULL
"249","1","712",NULL,NULL
"250","1","713",NULL,NULL
"251","1","714",NULL,NULL
"252","1","715",NULL,NULL
"253","1","716",NULL,NULL
"254","1","717",NULL,NULL
"255","1","718",NULL,NULL
"256","1","719",NULL,NULL
"257","1","720",NULL,NULL
"258","2","721",NULL,NULL
"259","1","722",NULL,NULL
"260","1","723",NULL,NULL
"261","1","724",NULL,NULL
"262","1","725",NULL,NULL
"263","1","726",NULL,NULL
"264","1","727",NULL,NULL
"265","1","728",NULL,NULL
"266","1","729",NULL,NULL
"267","1","730",NULL,NULL
"268","1","731",NULL,NULL
"269","1","732",NULL,NULL
"270","1","733",NULL,NULL
"271","1","734",NULL,NULL
"272","1","735",NULL,NULL
"273","1","736",NULL,NULL
"274","1","737",NULL,NULL
"275","1","738",NULL,NULL
"276","1","739",NULL,NULL
"277","1","740",NULL,NULL
"278","1","741",NULL,NULL
"279","1","742",NULL,NULL
"280","1","743",NULL,NULL
"281","1","744",NULL,NULL
"282","1","745",NULL,NULL
"283","2","746",NULL,NULL
"284","1","747",NULL,NULL
"285","1","748",NULL,NULL
"286","1","749",NULL,NULL
"287","1","750",NULL,NULL
"288","1","751",NULL,NULL
"289","1","752",NULL,NULL
"290","1","753",NULL,NULL
"291","1","754",NULL,NULL
"292","1","755",NULL,NULL
"293","1","756",NULL,NULL
"294","1","757",NULL,NULL
"295","1","758",NULL,NULL
"296","1","759",NULL,NULL
"297","1","760",NULL,NULL
"298","1","761",NULL,NULL
"299","1","762",NULL,NULL
"300","1","763",NULL,NULL
"301","1","764",NULL,NULL
"302","1","765",NULL,NULL
"303","1","766",NULL,NULL
"304","1","767",NULL,NULL
"305","1","768",NULL,NULL
"306","1","769",NULL,NULL
"307","1","770",NULL,NULL
"308","1","771",NULL,NULL
"309","1","772",NULL,NULL
"310","1","773",NULL,NULL
"311","1","774",NULL,NULL
"312","1","775",NULL,NULL
"313","1","776",NULL,NULL
"314","1","777",NULL,NULL
"315","1","778",NULL,NULL
"316","1","779",NULL,NULL
"317","1","780",NULL,NULL
"318","1","781",NULL,NULL
"319","1","782",NULL,NULL
"320","1","783",NULL,NULL
"321","1","784",NULL,NULL
"322","1","785",NULL,NULL
"323","1","786",NULL,NULL
"324","1","787",NULL,NULL
"325","1","788",NULL,NULL
"326","1","789",NULL,NULL
"327","1","790",NULL,NULL
"328","1","791",NULL,NULL
"329","1","792",NULL,NULL
"330","1","793",NULL,NULL
"331","1","794",NULL,NULL
"332","1","795",NULL,NULL
"333","1","796",NULL,NULL
"334","1","797",NULL,NULL
"335","1","798",NULL,NULL
"336","1","799",NULL,NULL
"337","1","800",NULL,NULL
"338","1","801",NULL,NULL
"339","1","802",NULL,NULL
"340","1","803",NULL,NULL
"341","1","805",NULL,NULL
"342","1","806",NULL,NULL
"343","2","807",NULL,NULL
"344","1","808",NULL,NULL
"345","2","809",NULL,NULL
"346","1","810",NULL,NULL
"347","1","811",NULL,NULL
"348","1","812",NULL,NULL
"349","1","813",NULL,NULL
"350","1","814",NULL,NULL
"351","1","815",NULL,NULL
"352","1","816",NULL,NULL
"353","1","817",NULL,NULL
"354","1","818",NULL,NULL
"355","1","819",NULL,NULL
"356","1","820",NULL,NULL
"357","1","821",NULL,NULL
"358","1","822",NULL,NULL
"359","1","823",NULL,NULL
"360","1","824",NULL,NULL
"361","1","825",NULL,NULL
"362","1","826",NULL,NULL
"363","1","827",NULL,NULL
"364","1","828",NULL,NULL
"365","1","829",NULL,NULL
"366","1","830",NULL,NULL
"367","1","831",NULL,NULL
"368","1","832",NULL,NULL
"369","1","833",NULL,NULL
"370","1","834",NULL,NULL
"371","1","835",NULL,NULL
"372","1","837",NULL,NULL
"373","1","838",NULL,NULL
"374","1","839",NULL,NULL
"375","1","840",NULL,NULL
"376","1","841",NULL,NULL
"377","1","842",NULL,NULL
"378","1","843",NULL,NULL
"379","1","844",NULL,NULL
"380","1","845",NULL,NULL
"381","1","846",NULL,NULL
"382","1","847",NULL,NULL
"383","1","848",NULL,NULL
"384","1","849",NULL,NULL
"385","1","850",NULL,NULL
"386","1","851",NULL,NULL
"387","1","852",NULL,NULL
"388","1","853",NULL,NULL
"389","1","854",NULL,NULL
"390","1","855",NULL,NULL
"391","1","856",NULL,NULL
"392","1","857",NULL,NULL
"393","1","858",NULL,NULL
"394","1","859",NULL,NULL
"395","1","860",NULL,NULL
"396","1","861",NULL,NULL
"397","1","862",NULL,NULL
"398","1","863",NULL,NULL
"399","1","864",NULL,NULL
"400","1","865",NULL,NULL
"401","1","866",NULL,NULL
"402","1","867",NULL,NULL
"403","1","868",NULL,NULL
"404","1","869",NULL,NULL
"405","1","870",NULL,NULL
"406","1","871",NULL,NULL
"407","1","872",NULL,NULL
"408","1","873",NULL,NULL
"409","1","874",NULL,NULL
"410","1","875",NULL,NULL
"411","1","876",NULL,NULL
"412","1","877",NULL,NULL
"413","1","878",NULL,NULL
"414","1","879",NULL,NULL
"415","1","880",NULL,NULL
"416","1","881",NULL,NULL
"417","1","882",NULL,NULL
"418","1","883",NULL,NULL
"419","1","884",NULL,NULL
"420","1","885",NULL,NULL
"421","1","886",NULL,NULL
"422","1","887",NULL,NULL
"423","1","888",NULL,NULL
"424","1","889",NULL,NULL
"425","1","890",NULL,NULL
"426","1","891",NULL,NULL
"427","1","892",NULL,NULL
"428","1","893",NULL,NULL
"429","1","894",NULL,NULL
"430","1","895",NULL,NULL
"431","1","896",NULL,NULL
"432","1","897",NULL,NULL
"433","1","898",NULL,NULL
"434","1","899",NULL,NULL
"435","1","900",NULL,NULL
"436","1","901",NULL,NULL
"437","1","902",NULL,NULL
"438","1","903",NULL,NULL
"439","1","904",NULL,NULL
"440","1","905",NULL,NULL
"441","1","906",NULL,NULL
"442","1","907",NULL,NULL
"443","1","908",NULL,NULL
"444","1","909",NULL,NULL
"445","1","910",NULL,NULL
"446","1","911",NULL,NULL
"447","1","912",NULL,NULL
"448","1","913",NULL,NULL
"449","1","914",NULL,NULL
"450","1","915",NULL,NULL
"451","1","916",NULL,NULL
"452","1","917",NULL,NULL
"453","1","918",NULL,NULL
"454","1","919",NULL,NULL
"455","1","920",NULL,NULL
"456","1","922",NULL,NULL
"457","1","924",NULL,NULL
"458","1","925",NULL,NULL
"459","1","926",NULL,NULL
"460","1","927",NULL,NULL
"461","1","928",NULL,NULL
"462","1","929",NULL,NULL
"463","1","930",NULL,NULL
"464","1","931",NULL,NULL
"465","1","932",NULL,NULL
"466","1","933",NULL,NULL
"467","1","934",NULL,NULL
"468","1","935",NULL,NULL
"469","1","936",NULL,NULL
"470","1","937",NULL,NULL
"471","1","938",NULL,NULL
"472","1","939",NULL,NULL
"473","1","940",NULL,NULL
"474","1","941",NULL,NULL
"475","1","942",NULL,NULL
"476","1","943",NULL,NULL
"477","1","944",NULL,NULL
"478","1","945",NULL,NULL
"479","1","946",NULL,NULL
"480","1","947",NULL,NULL
"481","1","948",NULL,NULL
"482","1","949",NULL,NULL
"483","1","950",NULL,NULL
"484","1","951",NULL,NULL
"485","1","952",NULL,NULL
"486","1","953",NULL,NULL
"487","1","954",NULL,NULL
"488","1","955",NULL,NULL
"489","1","956",NULL,NULL
"490","1","957",NULL,NULL
"491","1","958",NULL,NULL
"492","1","959",NULL,NULL
"493","1","960",NULL,NULL
"494","1","961",NULL,NULL
"495","1","962",NULL,NULL
"496","1","963",NULL,NULL
"497","1","964",NULL,NULL
"498","1","965",NULL,NULL
"499","1","966",NULL,NULL
"500","1","967",NULL,NULL
"501","1","968",NULL,NULL
"502","1","969",NULL,NULL
"503","1","970",NULL,NULL
"504","1","971",NULL,NULL
"505","1","972",NULL,NULL
"506","1","973",NULL,NULL
"507","1","974",NULL,NULL
"508","1","975",NULL,NULL
"509","1","976",NULL,NULL
"510","1","977",NULL,NULL
"511","1","978",NULL,NULL
"512","1","979",NULL,NULL
"513","1","980",NULL,NULL
"514","1","981",NULL,NULL
"515","1","982",NULL,NULL
"516","1","983",NULL,NULL
"517","1","984",NULL,NULL
"518","1","985",NULL,NULL
"519","1","986",NULL,NULL
"520","1","987",NULL,NULL
"521","1","988",NULL,NULL
"522","1","989",NULL,NULL
"523","1","990",NULL,NULL
"524","1","991",NULL,NULL
"525","1","992",NULL,NULL
"526","1","993",NULL,NULL
"527","1","994",NULL,NULL
"528","1","995",NULL,NULL
"529","1","996",NULL,NULL
"530","1","997",NULL,NULL
"531","1","998",NULL,NULL
"532","1","999",NULL,NULL
"533","1","1000",NULL,NULL
"534","1","1001",NULL,NULL
"535","1","1003",NULL,NULL
"536","1","1004",NULL,NULL
"537","1","1005",NULL,NULL
"538","1","1006",NULL,NULL
"539","1","1007",NULL,NULL
"540","1","1008",NULL,NULL
"541","1","1009",NULL,NULL
"542","1","1010",NULL,NULL
"543","1","1011",NULL,NULL
"544","1","1012",NULL,NULL
"545","1","1013",NULL,NULL
"546","2","1014",NULL,NULL
"547","1","1015",NULL,NULL
"548","1","1016",NULL,NULL
"549","1","1017",NULL,NULL
"550","1","1018",NULL,NULL
"551","1","1019",NULL,NULL
"552","1","1020",NULL,NULL
"553","1","1021",NULL,NULL
"554","1","1022",NULL,NULL
"555","1","1023",NULL,NULL
"556","1","1024",NULL,NULL
"557","1","1025",NULL,NULL
"558","1","1026",NULL,NULL
"559","1","1027",NULL,NULL
"560","1","1028",NULL,NULL
"561","1","1029",NULL,NULL
"562","1","1030",NULL,NULL
"563","1","1031",NULL,NULL
"564","1","1032",NULL,NULL
"565","1","1033",NULL,NULL
"566","1","1034",NULL,NULL
"567","1","1035",NULL,NULL
"568","1","1036",NULL,NULL
"569","1","1037",NULL,NULL
"570","1","1038",NULL,NULL
"571","1","1039",NULL,NULL
"572","1","1040",NULL,NULL
"573","1","1041",NULL,NULL
"574","1","1042",NULL,NULL
"575","1","1043",NULL,NULL
"576","1","1044",NULL,NULL
"577","1","1045",NULL,NULL
"578","1","1046",NULL,NULL
"579","1","1047",NULL,NULL
"580","1","1048",NULL,NULL
"581","1","1049",NULL,NULL
"582","1","1050",NULL,NULL
"583","1","1051",NULL,NULL
"584","1","1052",NULL,NULL
"585","1","1053",NULL,NULL
"586","1","1054",NULL,NULL
"587","1","1055",NULL,NULL
"588","1","1056",NULL,NULL
"589","1","1057",NULL,NULL
"590","1","1058",NULL,NULL
"591","1","1059",NULL,NULL
"592","1","1060",NULL,NULL
"593","1","1061",NULL,NULL
"594","1","1062",NULL,NULL
"595","1","1063",NULL,NULL
"596","1","1064",NULL,NULL
"597","1","1065",NULL,NULL
"598","1","1066",NULL,NULL
"599","1","1067",NULL,NULL
"600","1","1068",NULL,NULL
"601","1","1069",NULL,NULL
"602","1","1070",NULL,NULL
"603","1","1071",NULL,NULL
"604","1","1072",NULL,NULL
"605","1","1073",NULL,NULL
"606","1","1074",NULL,NULL
"607","1","1075",NULL,NULL
"608","1","1076",NULL,NULL
"609","1","1077",NULL,NULL
"610","1","1078",NULL,NULL
"611","1","1079",NULL,NULL
"612","1","1080",NULL,NULL
"613","1","1081",NULL,NULL
"614","1","1082",NULL,NULL
"615","1","1083",NULL,NULL
"616","1","1084",NULL,NULL
"617","1","1085",NULL,NULL
"618","1","1086",NULL,NULL
"619","1","1087",NULL,NULL
"620","1","1088",NULL,NULL
"621","1","1089",NULL,NULL
"622","1","1090",NULL,NULL
"623","1","1091",NULL,NULL
"624","1","1092",NULL,NULL
"625","1","1093",NULL,NULL
"626","1","1094",NULL,NULL
"627","1","1095",NULL,NULL
"628","1","1096",NULL,NULL
"629","1","1097",NULL,NULL
"630","1","1098",NULL,NULL
"631","1","1099",NULL,NULL
"632","1","1100",NULL,NULL
"633","2","1101",NULL,NULL
"634","1","1102",NULL,NULL
"635","1","1103",NULL,NULL
"636","1","1104",NULL,NULL
"637","1","1105",NULL,NULL
"638","1","1106",NULL,NULL
"639","1","1107",NULL,NULL
"640","1","1108",NULL,NULL
"641","1","1109",NULL,NULL
"642","1","1110",NULL,NULL
"643","1","1111",NULL,NULL
"644","1","1112",NULL,NULL
"645","1","1113",NULL,NULL
"646","1","1114",NULL,NULL
"647","1","1115",NULL,NULL
"648","1","1116",NULL,NULL
"649","1","1117",NULL,NULL
"650","1","1118",NULL,NULL
"651","1","1119",NULL,NULL
"652","1","1120",NULL,NULL
"653","1","1121",NULL,NULL
"654","1","1122",NULL,NULL
"655","1","1123",NULL,NULL
"656","1","1124",NULL,NULL
"657","1","1125",NULL,NULL
"658","1","1126",NULL,NULL
"659","1","1127",NULL,NULL
"660","1","1128",NULL,NULL
"661","1","1129",NULL,NULL
"662","1","1130",NULL,NULL
"663","1","1131",NULL,NULL
"664","1","1132",NULL,NULL
"665","1","1133",NULL,NULL
"666","1","1134",NULL,NULL
"667","1","1135",NULL,NULL
"668","1","1136",NULL,NULL
"669","1","1137",NULL,NULL
"670","1","1138",NULL,NULL
"671","1","1139",NULL,NULL
"672","1","1140",NULL,NULL
"673","1","1141",NULL,NULL
"674","1","1142",NULL,NULL
"675","1","1143",NULL,NULL
"676","1","1144",NULL,NULL
"677","1","1145",NULL,NULL
"678","1","1146",NULL,NULL
"679","1","1147",NULL,NULL
"680","1","1148",NULL,NULL
"681","1","1149",NULL,NULL
"682","1","1150",NULL,NULL
"683","1","1151",NULL,NULL
"684","1","1152",NULL,NULL
"685","1","1153",NULL,NULL
"686","1","1154",NULL,NULL
"687","1","1155",NULL,NULL
"688","1","1156",NULL,NULL
"689","1","1157",NULL,NULL
"690","1","1158",NULL,NULL
"691","1","1159",NULL,NULL
"692","1","1160",NULL,NULL
"693","1","1161",NULL,NULL
"694","1","1162",NULL,NULL
